country_std,month_start,y,sample_weight,tariff_count_country_3m,tariff_count_country_6m,tariff_count_country_12m,months_since_last_tariff_country,authority_count_12m_IEEPA,authority_count_12m_Section_301,authority_count_12m_Section_232,trade_deficit,imports,exports,trade_deficit_3m_mean,trade_deficit_3m_change,gscpi,gscpi_3m_mean,unrate,month_of_year,months_since_start,manufacturing_strength,fx_to_usd,fx_to_usd_3m_mean,fx_to_usd_3m_std,GSCPI,unemployment_rate,unemployment_3m_mean,political_risk_score,tariff_event_count
MAURITIUS,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,13.74425,16.609264,2.865014,13.74425,,-0.28,-0.28,4.2,11,0,,,,,,,,,
MAURITIUS,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,14.517893,18.078422,3.560529,14.131071500000001,,-0.26,-0.27,4.1,12,1,,,,,,,,,
MAURITIUS,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,9.117759,11.047162,1.929403,12.459967333333333,,-0.18,-0.24,4.0,1,2,,,,,,,,,
MAURITIUS,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,5.465678,8.7151,3.249422,9.700443333333332,-8.278572,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
MAURITIUS,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,8.389503,13.379043,4.98954,7.657646666666667,-6.128390000000001,-0.18,-0.12,4.2,3,4,,,,,,,,,
MAURITIUS,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,6.1112709999999995,10.437002,4.325731,6.655484,-3.006488,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
MAURITIUS,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,20.561163,23.96831,3.407147,11.687312333333333,15.095485,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
MAURITIUS,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,7.747885,15.741503,7.993618,11.47343966666667,-0.6416179999999994,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
MAURITIUS,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,25.871253,28.909238,3.037985,18.060100333333335,19.759982,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
MAURITIUS,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,4.630871999999999,10.551521,5.920649,12.750003333333334,-15.930291,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
MAURITIUS,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,12.269858,16.00977,3.739912,14.257327666666669,4.521972999999999,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
MAURITIUS,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,14.018795,19.302292,5.283497,10.306508333333335,-11.852457999999999,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
MAURITIUS,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,4.947839,7.938218,2.990379,10.412164000000002,0.3169670000000009,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
MEXICO,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,15290.474865999997,42242.693041,26952.218175,15290.474865999997,,-0.28,-0.28,4.2,11,0,,,,,,,,,
MEXICO,2024-12-01,1,1.0,0,0,0,36.0,0,0,0,14647.711461000003,39218.619785,24570.908324,14969.0931635,,-0.26,-0.27,4.1,12,1,,,,,,,,,
MEXICO,2025-01-01,1,1.0,0,0,0,36.0,0,0,0,13749.079204000001,41678.591417,27929.512213,14562.421843666665,,-0.18,-0.24,4.0,1,2,,,,,,,,,
MEXICO,2025-02-01,1,1.0,1,1,1,0.0,1,0,0,14885.154950000004,41638.739522,26753.584572,14427.315205,-405.3199159999931,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
MEXICO,2025-03-01,1,0.05,2,2,2,0.26,1,1,0,18619.401838,47981.831804,29362.429966,15751.211997333337,3971.690376999999,-0.18,-0.12,4.2,3,4,,,,,,,,,
MEXICO,2025-04-01,1,0.05,2,2,2,1.28,1,1,0,14023.201215999998,41868.767207,27845.565991,15842.586001333335,274.1220119999962,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
MEXICO,2025-05-01,0,1.0,3,3,3,0.95,2,1,0,18165.040867000003,46342.030163,28176.989296,16935.881307,3279.8859169999996,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
MEXICO,2025-06-01,0,1.0,1,3,3,1.97,2,1,0,16770.375666999997,44872.76665,28102.390983,16319.53925,-1849.026171000005,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
MEXICO,2025-07-01,0,1.0,1,3,3,2.96,2,1,0,16375.187790999997,45365.956017,28990.768226,17103.534775,2351.986574999999,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
MEXICO,2025-08-01,0,1.0,0,3,3,3.98,2,1,0,15896.413056999998,45146.257797,29249.84474,16347.325504999995,-2268.6278100000054,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
MEXICO,2025-09-01,0,1.0,0,1,3,4.99,2,1,0,17382.109691,44578.393576,27196.283885,16551.23684633333,611.7340240000049,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
MEXICO,2025-10-01,0,1.0,0,1,3,5.98,2,1,0,18949.071892,48524.201035,29575.129143,17409.198213333333,2573.8841010000033,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
MEXICO,2025-11-01,0,1.0,0,0,3,7.0,2,1,0,17899.145097000004,44515.678588,26616.533491,18076.775560000002,2002.7320400000062,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
MOLDOVA,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,-8.325309,9.490844,17.816153,-8.325309,,-0.28,-0.28,4.2,11,0,,,,,,,,,
MOLDOVA,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,10.600231,12.702107,2.101876,1.137461,,-0.26,-0.27,4.1,12,1,,,,,,,,,
MOLDOVA,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,5.990871,8.933206,2.942335,2.7552643333333333,,-0.18,-0.24,4.0,1,2,,,,,,,,,
MOLDOVA,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,5.917293000000001,8.130556,2.213263,7.502798333333334,14.242602000000002,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
MOLDOVA,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,5.836791,9.41141,3.574619,5.914985000000001,-4.763440000000001,-0.18,-0.12,4.2,3,4,,,,,,,,,
MOLDOVA,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,4.62161,9.383862,4.762252,5.458564666666668,-1.3692609999999998,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
MOLDOVA,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,-22.813218000000003,9.593695,32.406913,-4.118272333333334,-28.730511000000003,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
MOLDOVA,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,5.0781600000000005,7.833461,2.755301,-4.371149333333334,-0.7586309999999994,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
MOLDOVA,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,0.10822999999999983,7.135559,7.027329,-5.875609333333334,-4.513380000000001,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
MOLDOVA,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,6.449064999999999,8.97373,2.524665,3.878484999999999,29.262283000000004,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
MOLDOVA,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,2.774211,7.759988,4.985777,3.1105019999999985,-2.3039490000000002,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
MOLDOVA,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,6.246041,9.654508,3.408467,5.156438999999998,6.137811,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
MOLDOVA,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,0.39848899999999965,6.514263,6.115774,3.1395803333333316,-6.0505759999999995,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
MOZAMBIQUE,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,4.9750440000000005,15.600849,10.625805,4.9750440000000005,,-0.28,-0.28,4.2,11,0,,,,,,,,,
MOZAMBIQUE,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,2.1633700000000005,14.375757,12.212387,3.5692070000000005,,-0.26,-0.27,4.1,12,1,,,,,,,,,
MOZAMBIQUE,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,41.695372,62.417966,20.722594,16.277928666666668,,-0.18,-0.24,4.0,1,2,,,,,,,,,
MOZAMBIQUE,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,-10.186938,3.887001,14.073939,11.223934666666667,-15.161982,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
MOZAMBIQUE,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,9.173442999999999,12.60967,3.436227,13.560625666666665,7.0100729999999984,-0.18,-0.12,4.2,3,4,,,,,,,,,
MOZAMBIQUE,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,-16.952176,2.353225,19.305401,-5.988557000000003,-58.647548,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
MOZAMBIQUE,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,8.935462,16.147229,7.211767,0.38557633333333047,19.1224,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
MOZAMBIQUE,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,-9.51903,0.978796,10.497826,-5.845248000000002,-18.692473,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
MOZAMBIQUE,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,-13.750246,2.421069,16.171315,-4.7779380000000025,3.201930000000001,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
MOZAMBIQUE,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,5.962555999999999,16.96305,11.000494,-5.768906666666669,-2.972906,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
MOZAMBIQUE,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,-4.816368000000001,3.752198,8.568566,-4.201352666666669,4.702662,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
MOZAMBIQUE,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,13.981329999999998,21.794855,7.813525,5.042505999999997,27.731575999999997,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
MOZAMBIQUE,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,9.497494999999999,17.229743,7.732248,6.220818999999996,3.5349389999999996,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
MYANMAR BURMA,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,,,,,,-0.28,-0.28,4.2,11,0,,,,,,,,,
MYANMAR BURMA,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,,,,,,-0.26,-0.27,4.1,12,1,,,,,,,,,
MYANMAR BURMA,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,,,,,,-0.18,-0.24,4.0,1,2,,,,,,,,,
MYANMAR BURMA,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,,,,,,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
MYANMAR BURMA,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,,,,,,-0.18,-0.12,4.2,3,4,,,,,,,,,
MYANMAR BURMA,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,,,,,,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
MYANMAR BURMA,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,,,,,,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
MYANMAR BURMA,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,,,,,,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
MYANMAR BURMA,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,,,,,,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
MYANMAR BURMA,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,,,,,,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
MYANMAR BURMA,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,,,,,,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
MYANMAR BURMA,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,,,,,,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
MYANMAR BURMA,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,,,,,,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
NAMIBIA,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,-9.764457,12.779459,22.543916,-9.764457,,-0.28,-0.28,4.2,11,0,,,,,,,,,
NAMIBIA,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,-22.381417000000003,16.186373,38.56779,-16.072937000000003,,-0.26,-0.27,4.1,12,1,,,,,,,,,
NAMIBIA,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,-0.45943100000000037,10.982489,11.44192,-10.868435,,-0.18,-0.24,4.0,1,2,,,,,,,,,
NAMIBIA,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,14.584629,20.730576,6.145947,-2.752073000000001,24.349086,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
NAMIBIA,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,85.373993,92.673524,7.299531,33.166396999999996,107.75541,-0.18,-0.12,4.2,3,4,,,,,,,,,
NAMIBIA,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,-6.2802549999999995,6.814322,13.094577,31.226122333333333,-5.820823999999999,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
NAMIBIA,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,0.4850499999999993,9.779589,9.294539,26.526262666666668,-14.099579,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
NAMIBIA,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,-1.8199489999999994,4.963568,6.783517,-2.5383846666666665,-87.19394199999999,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
NAMIBIA,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,45.768682,50.23912,4.470438,14.811261,52.048936999999995,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
NAMIBIA,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,-2.184536999999999,9.981348,12.165885,13.921398666666667,-2.669586999999998,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
NAMIBIA,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,4.300655000000001,13.30644,9.005785,15.961599999999999,6.120604,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
NAMIBIA,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,29.135312,37.370532,8.23522,10.417143333333334,-16.63337,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
NAMIBIA,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,-7.637932999999999,6.495064,14.132997,8.599344666666665,-5.453396000000001,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
NAURU,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,0.029968999999999996,0.090552,0.060583,0.029968999999999996,,-0.28,-0.28,4.2,11,0,,,,,,,,,
NAURU,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,0.132486,0.196832,0.064346,0.0812275,,-0.26,-0.27,4.1,12,1,,,,,,,,,
NAURU,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,0.017284,0.017284,0.0,0.059912999999999994,,-0.18,-0.24,4.0,1,2,,,,,,,,,
NAURU,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,-0.19894,0.127075,0.326015,-0.016390000000000005,-0.228909,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
NAURU,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,-0.0048790000000000005,0.00407,0.008949,-0.062178333333333335,-0.137365,-0.18,-0.12,4.2,3,4,,,,,,,,,
NAURU,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,-0.110757,0.0,0.110757,-0.10485866666666666,-0.128041,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
NAURU,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,-0.145976,0.002553,0.148529,-0.08720399999999999,0.05296400000000001,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
NAURU,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,0.003591,0.003591,0.0,-0.08438066666666666,0.00847,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
NAURU,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,-0.061107999999999996,0.005249,0.066357,-0.06783099999999999,0.049649,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
NAURU,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,-0.247997,7.6e-05,0.248073,-0.101838,-0.102021,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
NAURU,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,0.002565,0.002565,0.0,-0.10218,-0.001026,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
NAURU,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,-0.194888,0.0029,0.197788,-0.14677333333333334,-0.13378,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
NAURU,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,0.000535,0.000535,0.0,-0.06392933333333332,0.248532,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
NEW ZEALAND,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,65.20860499999998,373.854224,308.645619,65.20860499999998,,-0.28,-0.28,4.2,11,0,,,,,,,,,
NEW ZEALAND,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,36.18769500000002,458.166035,421.97834,50.69815,,-0.26,-0.27,4.1,12,1,,,,,,,,,
NEW ZEALAND,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,167.592309,482.697736,315.105427,89.66286966666667,,-0.18,-0.24,4.0,1,2,,,,,,,,,
NEW ZEALAND,2025-02-01,0,1.0,0,0,0,36.0,0,0,0,101.46596999999997,422.110442,320.644472,101.74865799999999,36.25736499999999,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
NEW ZEALAND,2025-03-01,0,1.0,0,0,0,36.0,0,0,0,164.607074,503.238224,338.63115,144.55511766666666,128.419379,-0.18,-0.12,4.2,3,4,,,,,,,,,
NEW ZEALAND,2025-04-01,0,1.0,0,0,0,36.0,0,0,0,137.913431,546.696097,408.782666,134.66215833333334,-29.678877999999997,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
NEW ZEALAND,2025-05-01,0,1.0,0,0,0,36.0,0,0,0,208.73685199999994,528.140013,319.403161,170.419119,107.27088199999997,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
NEW ZEALAND,2025-06-01,1,0.05,0,0,0,36.0,0,0,0,186.07486,481.284953,295.210093,177.57504766666662,21.46778599999999,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
NEW ZEALAND,2025-07-01,1,0.05,0,0,0,36.0,0,0,0,145.93389000000002,490.478542,344.544652,180.24853399999998,8.020459000000017,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
NEW ZEALAND,2025-08-01,1,0.05,1,1,1,0.0,1,0,0,59.37566800000002,427.018955,367.643287,130.46147266666668,-149.36118399999992,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
NEW ZEALAND,2025-09-01,0,1.0,1,1,1,1.02,1,0,0,107.15890299999995,484.995686,377.836783,104.15615366666667,-78.91595700000005,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
NEW ZEALAND,2025-10-01,0,1.0,1,1,1,2.0,1,0,0,24.474833999999987,395.730524,371.25569,63.66980166666665,-121.45905600000003,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
NEW ZEALAND,2025-11-01,0,1.0,0,1,1,3.02,1,0,0,86.92170899999996,421.850513,334.928804,72.8518153333333,27.546040999999946,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
NICARAGUA,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,156.448798,335.751567,179.302769,156.448798,,-0.28,-0.28,4.2,11,0,,,,,,,,,
NICARAGUA,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,133.021432,376.798129,243.776697,144.735115,,-0.26,-0.27,4.1,12,1,,,,,,,,,
NICARAGUA,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,137.958068,323.181314,185.223246,142.47609933333334,,-0.18,-0.24,4.0,1,2,,,,,,,,,
NICARAGUA,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,115.014522,308.135519,193.120997,128.664674,-41.43427600000001,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
NICARAGUA,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,187.49316399999998,444.10364,256.610476,146.82191799999998,54.471731999999975,-0.18,-0.12,4.2,3,4,,,,,,,,,
NICARAGUA,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,230.18627099999998,447.345017,217.158746,177.56465233333333,92.22820299999998,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
NICARAGUA,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,216.98884099999998,414.435907,197.447066,211.556092,101.97431899999998,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
NICARAGUA,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,218.83296300000003,443.418083,224.58512,222.00269166666666,31.339799000000056,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
NICARAGUA,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,271.206766,449.384807,178.178041,235.67619,41.02049500000004,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
NICARAGUA,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,254.811415,468.651834,213.840419,248.28371466666667,37.82257400000003,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
NICARAGUA,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,277.49564399999997,457.855011,180.359367,267.83794166666667,58.662680999999935,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
NICARAGUA,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,219.40123400000002,417.725839,198.324605,250.56943099999998,-51.805532,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
NICARAGUA,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,165.90327899999997,394.343579,228.4403,220.93338566666662,-88.90813600000004,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
NIGERIA,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,-36.58435799999995,258.291868,294.876226,-36.58435799999995,,-0.28,-0.28,4.2,11,0,,,,,,,,,
NIGERIA,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,123.32043199999998,412.1501,288.829668,43.368037000000015,,-0.26,-0.27,4.1,12,1,,,,,,,,,
NIGERIA,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,142.96056699999997,356.804022,213.843455,76.565547,,-0.18,-0.24,4.0,1,2,,,,,,,,,
NIGERIA,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,-187.24857499999996,286.318861,473.567436,26.34414133333333,-150.664217,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
NIGERIA,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,-256.08141300000005,474.730165,730.811578,-100.12314033333335,-379.40184500000004,-0.18,-0.12,4.2,3,4,,,,,,,,,
NIGERIA,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,120.54994600000003,604.200724,483.650778,-107.59334733333333,-22.410620999999935,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
NIGERIA,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,-115.31762600000002,400.122562,515.440188,-83.61636433333335,71.93094899999994,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
NIGERIA,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,-280.365465,638.55105,918.916515,-91.71104833333332,-24.284051999999917,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
NIGERIA,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,-205.67536899999993,378.760934,584.436303,-200.45281999999997,-326.22531499999997,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
NIGERIA,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,-387.897581,442.217924,830.115505,-291.31280499999997,-272.579955,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
NIGERIA,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,-115.59308999999996,540.261614,655.854704,-236.38867999999994,164.772375,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
NIGERIA,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,-162.44036500000004,369.356458,531.796823,-221.97701199999997,43.23500399999989,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
NIGERIA,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,-263.160282,207.638401,470.798683,-180.39791233333335,124.73729900000001,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
NORTH MACEDONIA,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,,,,,,-0.28,-0.28,4.2,11,0,,,,,,,,,
NORTH MACEDONIA,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,,,,,,-0.26,-0.27,4.1,12,1,,,,,,,,,
NORTH MACEDONIA,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,,,,,,-0.18,-0.24,4.0,1,2,,,,,,,,,
NORTH MACEDONIA,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,,,,,,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
NORTH MACEDONIA,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,,,,,,-0.18,-0.12,4.2,3,4,,,,,,,,,
NORTH MACEDONIA,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,,,,,,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
NORTH MACEDONIA,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,,,,,,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
NORTH MACEDONIA,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,,,,,,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
NORTH MACEDONIA,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,,,,,,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
NORTH MACEDONIA,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,,,,,,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
NORTH MACEDONIA,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,,,,,,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
NORTH MACEDONIA,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,,,,,,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
NORTH MACEDONIA,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,,,,,,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
NORWAY,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,127.35714000000002,505.985606,378.628466,127.35714000000002,,-0.28,-0.28,4.2,11,0,,,,,,,,,
NORWAY,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,392.305633,638.097041,245.791408,259.8313865,,-0.26,-0.27,4.1,12,1,,,,,,,,,
NORWAY,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,75.03523399999995,549.137041,474.101807,198.232669,,-0.18,-0.24,4.0,1,2,,,,,,,,,
