country_std,month_start,y,sample_weight,tariff_count_country_3m,tariff_count_country_6m,tariff_count_country_12m,months_since_last_tariff_country,authority_count_12m_IEEPA,authority_count_12m_Section_301,authority_count_12m_Section_232,trade_deficit,imports,exports,trade_deficit_3m_mean,trade_deficit_3m_change,gscpi,gscpi_3m_mean,unrate,month_of_year,months_since_start,manufacturing_strength,fx_to_usd,fx_to_usd_3m_mean,fx_to_usd_3m_std,GSCPI,unemployment_rate,unemployment_3m_mean,political_risk_score,tariff_event_count
ISRAEL,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,553.775742,1682.457133,1128.681391,674.7509573333333,-144.0279539999999,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
ISRAEL,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,931.0307729999997,2292.008509,1360.977736,746.8108573333333,216.17969999999968,-0.18,-0.12,4.2,3,4,,,,,,,,,
ISRAEL,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,864.585315,1897.500363,1032.915048,783.1306099999998,108.95925800000009,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
ISRAEL,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,64.97041899999999,1344.012536,1279.042117,620.1955023333333,-488.80532300000004,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
ISRAEL,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,-119.76853899999992,1265.119928,1384.888467,269.92906500000004,-1050.7993119999996,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
ISRAEL,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,708.426405,1647.319326,938.892921,217.87609500000005,-156.15891,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
ISRAEL,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,408.392928,1681.912477,1273.519549,332.3502646666667,343.422509,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
ISRAEL,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,358.379864,1524.320376,1165.940512,491.7330656666666,478.1484029999999,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
ISRAEL,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,839.345141,1867.033763,1027.688622,535.3726443333334,130.91873599999997,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
ISRAEL,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,531.134403,1577.285124,1046.150721,576.2864693333333,122.74147500000004,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
JAPAN,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,5476.422307999999,12077.982858,6601.56055,5476.422307999999,,-0.28,-0.28,4.2,11,0,,,,,,,,,
JAPAN,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,5989.893259,12452.257277,6462.364018,5733.1577835,,-0.26,-0.27,4.1,12,1,,,,,,,,,
JAPAN,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,6800.261119,12814.500499,6014.23938,6088.858895333334,,-0.18,-0.24,4.0,1,2,,,,,,,,,
JAPAN,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,4726.754704,11127.670547,6400.915843,5838.969693999999,-749.6676039999993,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
JAPAN,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,6168.628862,13458.929708,7290.300846,5898.548228333333,178.73560299999917,-0.18,-0.12,4.2,3,4,,,,,,,,,
JAPAN,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,6716.258347,13546.499442,6830.241095,5870.547304333333,-84.00277199999982,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
JAPAN,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,4878.924987,12010.487842,7131.562855,5921.270732,152.17028300000038,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
JAPAN,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,5164.155574,11956.415993,6792.260419,5586.446302666667,-1004.4732879999992,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
JAPAN,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,5583.697095,12481.357695,6897.6606,5208.925885333334,-1132.5612519999995,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
JAPAN,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,4935.519120000001,11994.163161,7058.644041,5227.790596333333,56.59413300000051,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
JAPAN,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,3452.3965610000005,10572.933251,7120.53669,4657.204258666668,-1711.7590129999999,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
JAPAN,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,4833.722416,11993.566277,7159.843861,4407.212699000001,-749.9746790000008,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
JAPAN,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,4774.430719000001,11815.33293,7040.902211,4353.516565333334,-161.08840099999998,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
JORDAN,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,84.45325400000002,227.610779,143.157525,84.45325400000002,,-0.28,-0.28,4.2,11,0,,,,,,,,,
JORDAN,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,109.26177100000001,263.946299,154.684528,96.85751250000001,,-0.26,-0.27,4.1,12,1,,,,,,,,,
JORDAN,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,129.095259,265.14234,136.047081,107.60342800000001,,-0.18,-0.24,4.0,1,2,,,,,,,,,
JORDAN,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,102.26298699999998,295.991747,193.72876,113.54000566666666,17.809732999999966,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
JORDAN,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,42.96904000000001,275.414891,232.445851,91.44242866666666,-66.292731,-0.18,-0.12,4.2,3,4,,,,,,,,,
JORDAN,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,57.26584599999998,218.231655,160.965809,67.49929099999999,-71.82941300000002,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
JORDAN,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,30.980017000000004,210.484904,179.504887,43.738301,-71.28296999999998,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
JORDAN,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,119.28095499999999,234.892552,115.611597,69.175606,76.31191499999998,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
JORDAN,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,138.05230900000004,295.110469,157.05816,96.10442700000003,80.78646300000005,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
JORDAN,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,-21.03515900000002,258.120726,279.155885,78.76603500000002,-52.015176000000025,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
JORDAN,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,133.05487300000001,337.998217,204.943344,83.35734100000002,13.773918000000023,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
JORDAN,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,48.570269999999994,249.019352,200.449082,53.52999466666666,-89.48203900000004,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
JORDAN,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,44.81065000000001,219.002509,174.191859,75.47859766666667,65.84580900000003,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
KAZAKHSTAN,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,109.42424600000001,165.556768,56.132522,109.42424600000001,,-0.28,-0.28,4.2,11,0,,,,,,,,,
KAZAKHSTAN,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,186.17346299999997,255.979472,69.806009,147.7988545,,-0.26,-0.27,4.1,12,1,,,,,,,,,
KAZAKHSTAN,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,823.949483,872.053712,48.104229,373.1823973333333,,-0.18,-0.24,4.0,1,2,,,,,,,,,
KAZAKHSTAN,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,787.9982660000001,844.322267,56.324001,599.3737373333333,678.57402,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
KAZAKHSTAN,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,1049.3814479999999,1144.779038,95.39759,887.1097323333333,863.2079849999999,-0.18,-0.12,4.2,3,4,,,,,,,,,
KAZAKHSTAN,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,74.14231799999999,130.1155,55.973182,637.1740106666666,-749.8071649999999,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
KAZAKHSTAN,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,116.48194199999999,186.630394,70.148452,413.33523599999995,-671.516324,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
KAZAKHSTAN,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,58.039315,124.174971,66.135656,82.88785833333333,-991.3421329999999,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
KAZAKHSTAN,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,26.951261000000017,136.393503,109.442242,67.157506,-47.19105699999997,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
KAZAKHSTAN,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,50.632251,116.576505,65.944254,45.20760900000001,-65.84969099999999,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
KAZAKHSTAN,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,122.108833,290.828034,168.719201,66.564115,64.069518,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
KAZAKHSTAN,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,43.176289999999995,107.771664,64.595374,71.972458,16.225028999999978,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
KAZAKHSTAN,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,-76.291324,34.843347,111.134671,29.664599666666664,-126.923575,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
LAOS,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,144.767113,146.527051,1.759938,144.767113,,-0.28,-0.28,4.2,11,0,,,,,,,,,
LAOS,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,108.432483,110.624188,2.191705,126.59979799999999,,-0.26,-0.27,4.1,12,1,,,,,,,,,
LAOS,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,87.68747,88.907424,1.219954,113.629022,,-0.18,-0.24,4.0,1,2,,,,,,,,,
LAOS,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,105.058103,107.650557,2.592454,100.39268533333335,-39.70900999999999,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
LAOS,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,205.012178,206.344232,1.332054,132.58591700000002,96.579695,-0.18,-0.12,4.2,3,4,,,,,,,,,
LAOS,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,244.857082,245.647159,0.790077,184.97578766666666,157.16961199999997,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
LAOS,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,291.364168,293.22626,1.862092,247.07780933333333,186.306065,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
LAOS,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,361.412816,362.829701,1.416885,299.21135533333336,156.40063800000001,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
LAOS,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,256.08923699999997,257.901486,1.812249,302.955407,11.232154999999977,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
LAOS,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,167.61706800000002,169.863864,2.246796,261.70637366666665,-123.74709999999999,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
LAOS,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,133.22716499999999,134.98986,1.762695,185.64449,-228.18565100000004,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
LAOS,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,75.047687,76.49154,1.443853,125.29730666666667,-181.04154999999997,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
LAOS,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,78.180466,80.855183,2.674717,95.48510599999999,-89.43660200000002,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
LESOTHO,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,10.754346,10.821101,0.066755,10.754346,,-0.28,-0.28,4.2,11,0,,,,,,,,,
LESOTHO,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,49.390664,49.738312,0.347648,30.072505,,-0.26,-0.27,4.1,12,1,,,,,,,,,
LESOTHO,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,14.98527,15.08475,0.09948,25.043426666666665,,-0.18,-0.24,4.0,1,2,,,,,,,,,
LESOTHO,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,13.312526,13.341776,0.02925,25.896153333333334,2.55818,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
LESOTHO,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,28.189536,28.192723,0.003187,18.82911066666667,-21.201128,-0.18,-0.12,4.2,3,4,,,,,,,,,
LESOTHO,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,15.720112,15.792087,0.071975,19.074058,0.7348420000000004,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
LESOTHO,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,15.675366,15.81127,0.135904,19.861671333333334,2.3628400000000003,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
LESOTHO,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,9.050394,9.456274,0.40588,13.481957333333334,-19.139142,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
LESOTHO,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,15.210585,15.850456,0.639871,13.312115,-0.5095270000000003,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
LESOTHO,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,12.121808,12.390392,0.268584,12.127595666666666,-3.5535580000000007,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
LESOTHO,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,16.601403,16.643356,0.041953,14.644598666666667,7.5510090000000005,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
LESOTHO,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,9.634554,9.792738,0.158184,12.785921666666667,-5.576031,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
LESOTHO,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,8.880560000000001,9.741941,0.861381,11.705505666666667,-3.241247999999999,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
LIBYA,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,18.92329699999999,84.31925,65.395953,18.92329699999999,,-0.28,-0.28,4.2,11,0,,,,,,,,,
LIBYA,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,-0.7752750000000077,71.202576,71.977851,9.074010999999992,,-0.26,-0.27,4.1,12,1,,,,,,,,,
LIBYA,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,88.97721299999999,167.291847,78.314634,35.708411666666656,,-0.18,-0.24,4.0,1,2,,,,,,,,,
LIBYA,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,-55.747547,0.205849,55.953396,10.818130333333329,-74.67084399999999,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
LIBYA,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,-60.269141999999995,25.898103,86.167245,-9.013158666666667,-59.49386699999999,-0.18,-0.12,4.2,3,4,,,,,,,,,
LIBYA,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,43.030049,97.697312,54.667263,-24.328879999999998,-45.947163999999994,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
LIBYA,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,51.028369,114.922079,63.89371,11.263091999999999,106.775916,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
LIBYA,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,108.439834,160.491961,52.052127,67.49941733333333,168.708976,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
LIBYA,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,82.132617,151.675231,69.542614,80.53360666666667,39.102568,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
LIBYA,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,112.40690400000001,168.396023,55.989119,100.99311833333333,61.378535000000014,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
LIBYA,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,76.093764,130.318809,54.225045,90.211095,-32.34607000000001,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
LIBYA,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,71.760147,121.017257,49.25711,86.753605,-10.372469999999993,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
LIBYA,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,17.540197000000006,75.978514,58.438317,55.13136933333333,-94.866707,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
LIECHTENSTEIN,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,14.459893999999998,20.131227,5.671333,14.459893999999998,,-0.28,-0.28,4.2,11,0,,,,,,,,,
LIECHTENSTEIN,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,22.237368,25.572715,3.335347,18.348630999999997,,-0.26,-0.27,4.1,12,1,,,,,,,,,
LIECHTENSTEIN,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,8.858356,14.914596,6.05624,15.185205999999999,,-0.18,-0.24,4.0,1,2,,,,,,,,,
LIECHTENSTEIN,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,13.431027999999998,18.444788,5.01376,14.842250666666667,-1.0288660000000007,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
LIECHTENSTEIN,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,11.943705,18.652234,6.708529,11.411029666666666,-10.293663,-0.18,-0.12,4.2,3,4,,,,,,,,,
LIECHTENSTEIN,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,15.160668000000001,20.632349,5.471681,13.511800333333333,6.302312000000001,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
LIECHTENSTEIN,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,17.638507,20.218439,2.579932,14.914293333333333,4.207479000000003,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
LIECHTENSTEIN,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,19.994241,22.444712,2.450471,17.59780533333333,8.050536,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
LIECHTENSTEIN,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,13.331055,17.565655,4.2346,16.98793433333333,-1.829613000000002,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
LIECHTENSTEIN,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,13.851865999999998,18.205868,4.354002,15.725720666666666,-3.786641000000003,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
LIECHTENSTEIN,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,15.642583,20.773868,5.131285,14.275167999999999,-4.351657999999999,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
LIECHTENSTEIN,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,13.769794999999998,18.940336,5.170541,14.421414666666665,0.43873999999999924,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
LIECHTENSTEIN,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,16.103036,19.894835,3.791799,15.171804666666665,2.251170000000002,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
MADAGASCAR,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,40.042232,46.604383,6.562151,40.042232,,-0.28,-0.28,4.2,11,0,,,,,,,,,
MADAGASCAR,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,62.03118,63.910851,1.879671,51.036705999999995,,-0.26,-0.27,4.1,12,1,,,,,,,,,
MADAGASCAR,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,63.29952300000001,73.30997,10.010447,55.12431166666667,,-0.18,-0.24,4.0,1,2,,,,,,,,,
MADAGASCAR,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,44.050157999999996,48.544512,4.494354,56.460287,4.007925999999998,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
MADAGASCAR,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,56.288462,62.044156,5.755694,54.546047666666674,-5.742717999999996,-0.18,-0.12,4.2,3,4,,,,,,,,,
MADAGASCAR,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,50.160926,58.759967,8.599041,50.16651533333334,-13.138597000000004,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
MADAGASCAR,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,62.557818000000005,65.041482,2.483664,56.33573533333333,18.50766000000001,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
MADAGASCAR,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,51.846846,55.306323,3.459477,54.85519666666667,-4.441616000000003,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
MADAGASCAR,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,53.912717,59.605015,5.692298,56.10579366666667,3.751790999999997,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
MADAGASCAR,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,39.731874999999995,46.87533,7.143455,48.49714600000001,-22.82594300000001,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
MADAGASCAR,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,75.512596,76.816941,1.304345,56.38572933333334,23.665750000000003,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
MADAGASCAR,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,37.417541,44.423219,7.005678,50.887337333333335,-16.495176,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
MADAGASCAR,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,62.385551,63.796834,1.411283,58.43856266666666,22.653676000000004,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
MALAWI,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,0.24272699999999992,1.967954,1.725227,0.24272699999999992,,-0.28,-0.28,4.2,11,0,,,,,,,,,
MALAWI,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,1.211005,1.503832,0.292827,0.726866,,-0.26,-0.27,4.1,12,1,,,,,,,,,
MALAWI,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,2.4068390000000006,5.05104,2.644201,1.2868570000000001,,-0.18,-0.24,4.0,1,2,,,,,,,,,
MALAWI,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,5.429827,5.910167,0.48034,3.0158903333333336,5.187100000000001,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
MALAWI,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,1.2693560000000002,2.89372,1.624364,3.035340666666667,0.05835100000000004,-0.18,-0.12,4.2,3,4,,,,,,,,,
MALAWI,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,3.479187,6.831626,3.352439,3.39279,1.0723479999999994,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
MALAWI,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,2.9641759999999997,3.91131,0.947134,2.5709063333333333,-2.4656510000000007,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
MALAWI,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,0.33932699999999993,3.136683,2.797356,2.2608966666666666,-0.9300290000000002,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
MALAWI,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,0.9229740000000001,1.624046,0.701072,1.4088256666666668,-2.556213,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
MALAWI,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,1.957967,2.83354,0.875573,1.0734226666666666,-1.0062089999999997,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
MALAWI,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,-0.5378660000000002,2.654801,3.192667,0.781025,-0.8771930000000001,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
MALAWI,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,2.1588959999999995,3.299841,1.140945,1.1929989999999997,1.2359219999999995,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
MALAWI,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,-0.16471199999999975,3.111524,3.276236,0.48543933333333317,-2.1226789999999998,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
MALAYSIA,2024-11-01,0,1.0,0,0,0,36.0,0,0,0,2707.61895,4789.670779,2082.051829,2707.61895,,-0.28,-0.28,4.2,11,0,,,,,,,,,
MALAYSIA,2024-12-01,0,1.0,0,0,0,36.0,0,0,0,2747.4150040000004,4866.392638,2118.977634,2727.516977,,-0.26,-0.27,4.1,12,1,,,,,,,,,
MALAYSIA,2025-01-01,0,1.0,0,0,0,36.0,0,0,0,2289.184304,4657.508968,2368.324664,2581.4060860000004,,-0.18,-0.24,4.0,1,2,,,,,,,,,
MALAYSIA,2025-02-01,1,0.05,0,0,0,36.0,0,0,0,2334.137016,4330.596139,1996.459123,2456.912108,-373.4819339999999,0.0,-0.14666666666666667,4.2,2,3,,,,,,,,,
MALAYSIA,2025-03-01,1,0.05,0,0,0,36.0,0,0,0,3484.781652,5638.071301,2153.289649,2702.7009906666667,737.3666479999997,-0.18,-0.12,4.2,3,4,,,,,,,,,
MALAYSIA,2025-04-01,1,0.05,0,0,0,36.0,0,0,0,2347.318238,4730.564488,2383.24625,2722.0789686666667,58.133933999999954,-0.24,-0.13999999999999999,4.2,4,5,,,,,,,,,
MALAYSIA,2025-05-01,0,1.0,1,1,1,0.95,1,0,0,2355.022345,5033.347231,2678.324886,2729.040745,20.88532899999973,0.28,-0.046666666666666655,4.3,5,6,,,,,,,,,
MALAYSIA,2025-06-01,0,1.0,1,1,1,1.97,1,0,0,3072.1234449999997,5269.325492,2197.202047,2591.4880093333327,-412.6582070000004,0.09,0.04333333333333334,4.1,6,7,,,,,,,,,
MALAYSIA,2025-07-01,0,1.0,1,1,1,2.96,1,0,0,2571.729809,5086.443523,2514.713714,2666.291866333333,224.4115710000001,0.03,0.13333333333333333,4.3,7,8,,,,,,,,,
MALAYSIA,2025-08-01,0,1.0,0,1,1,3.98,1,0,0,1605.0195170000002,4407.315719,2802.296202,2416.290923666667,-750.0028279999997,-0.08,0.013333333333333322,4.3,8,9,,,,,,,,,
MALAYSIA,2025-09-01,0,1.0,0,1,1,4.99,1,0,0,2253.5627219999997,4910.690836,2657.128114,2143.4373493333333,-818.560723,-0.02,-0.023333333333333345,4.4,9,10,,,,,,,,,
MALAYSIA,2025-10-01,0,1.0,0,1,1,5.98,1,0,0,2313.3916440000003,4823.969694,2510.57805,2057.324627666667,-258.33816499999966,-0.08,-0.06000000000000002,,10,11,,,,,,,,,
MALAYSIA,2025-11-01,0,1.0,0,0,1,7.0,1,0,0,2892.6317730000005,5037.237224,2144.605451,2486.528713,1287.6122560000003,-0.16,-0.08666666666666667,4.5,11,12,,,,,,,,,
