"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2025","2025-Q1","2025-M01","2025-M02","2025-M03","2025-Q2","2025-M04","2025-M05","2025-M06","2025-Q3","2025-M07","2025-M08","2025-M09","2025-Q4","2025-M10","2025-M11","2025-M12","2026-M01"
"IMF.STA:ER(4.0.1)","NRU.USD_XDC.PA_RT.M","OBS_VALUE","Nauru, Republic of","US Dollar per domestic currency","Period average","Monthly","Units","","","0.6224761904761886","0.6298199999999993","0.6296904761904759","","0.6278368421052616","0.6441409090909093","0.649479999999998","","0.6543956521739132","0.6491499999999998","0.659322727272728","","0.6544772727272741","0.650680000000002","0.6637333333333329","0.6778400000000015"
"IMF.STA:ER(4.0.1)","NRU.XDR_XDC.PA_RT.M","OBS_VALUE","Nauru, Republic of","SDR per domestic currency","Period average","Monthly","Units","","","0.4782343612331409","0.4815481016689469","0.4740510508030224","","0.4656928344758809","0.4760534747123179","0.4759609214921212","","0.4781461700511312","0.4752178336940869","0.4808380326069178","","0.4797117998811618","0.4793756715904599","0.485697392744704","0.4946958537973328"
"IMF.STA:ER(4.0.1)","ISL.USD_XDC.EOP_RT.M","OBS_VALUE","Iceland","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.007084661707403471","0.007145409074669525","0.007578628268283441","","0.00779483981604178","0.007863489816780687","0.008241984669908514","","0.008048937540244688","0.008152616990053807","0.008245382585751979","","0.007979572294924992","0.007804573480059315","0.007987220447284345","0.008208832703989493"
"IMF.STA:ER(4.0.1)","ISL.XDR_XDC.PA_RT.M","OBS_VALUE","Iceland","SDR per domestic currency","Period average","Monthly","Units","","","0.005470254517172008","0.005442725829529121","0.005600177471103371","","0.005726286588293839","0.005725577075700629","0.0058850711480106","","0.005991540117621835","0.005951237061582114","0.005984282032187084","","0.005993613172770203","0.005800660588145538","0.005776466834942372","0.005853459592921273"
"IMF.STA:ER(4.0.1)","NRU.XDC_XDR.PA_RT.M","OBS_VALUE","Nauru, Republic of","Domestic currency per SDR","Period average","Monthly","Units","","","2.091024989131838","2.076635743208633","2.109477446165434","","2.147338172221312","2.100604350392162","2.101012824466837","","2.091410666100418","2.104298132556474","2.079702378321421","","2.084584953398537","2.086046621185899","2.058895137050134","2.021444069773183"
"IMF.STA:ER(4.0.1)","UGA.EUR_XDC.PA_RT.Q","OBS_VALUE","Uganda","Euros per domestic currency","Period average","Quarterly","Units","","0.0002583515032212521","","","","0.0002421080304751355","","","","0.0002409677777942193","","","","0.0002429392254778455","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDR_XDC.EOP_RT.M","OBS_VALUE","Kiribati","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.4774413150000016","0.4747123160000002","0.4726441039999996","","0.4731164816","0.4743834007999988","0.4767089999999997","","0.4774484264000011","0.4776996237999992","0.4815558218000011","","0.4822603813000006","0.4808745309999988","0.4887175055999993","0.5068493627999987"
"IMF.STA:ER(4.0.1)","MUS.XDR_XDC.PA_RT.M","OBS_VALUE","Mauritius","SDR per domestic currency","Period average","Monthly","Units","","","0.01635196291279553","0.01631811787755929","0.01648008829521984","","0.01641254089369593","0.01606899755947421","0.0160144105250819","","0.01600496614308895","0.0159429775346048","0.01591486760622933","","0.01606230107166436","0.01594609458996151","0.01581577499175889","0.01576319166727074"
"IMF.STA:ER(4.0.1)","KIR.XDC_USD.EOP_RT.M","OBS_VALUE","Kiribati","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","1.60642570281124","1.60926939169617","1.59235668789809","","1.55860349127182","1.55376009944065","1.52671755725191","","1.54583397743082","1.52951973080453","1.51469251741896","","1.52648450618226","1.53069034134395","1.49409831166891","1.42775556824672"
"IMF.STA:ER(4.0.1)","UGA.XDR_XDC.PA_RT.Q","OBS_VALUE","Uganda","SDR per domestic currency","Period average","Quarterly","Units","","0.0002071320698254895","","","","0.0002025464302090095","","","","0.0002056633141550502","","","","0.000207406304530015","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDC_USD.PA_RT.M","OBS_VALUE","Kiribati","Domestic currency per US Dollar","Period average","Monthly","Units","","","1.60648714810282","1.58775523165349","1.58808182402541","","1.59277049853717","1.55245534926717","1.53969329309602","","1.52812751227485","1.54047600708619","1.51670791652591","","1.52793693787547","1.53685375299686","1.5066291683407","1.47527440103859"
"IMF.STA:ER(4.0.1)","KIR.XDC_XDR.PA_RT.M","OBS_VALUE","Kiribati","Domestic currency per SDR","Period average","Monthly","Units","","","2.091024989131838","2.076635743208633","2.109477446165434","","2.147338172221312","2.100604350392162","2.101012824466837","","2.091410666100418","2.104298132556474","2.079702378321421","","2.084584953398537","2.086046621185899","2.058895137050134","2.021444069773183"
"IMF.STA:ER(4.0.1)","KIR.USD_XDC.EOP_RT.M","OBS_VALUE","Kiribati","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.6225000000000019","0.6214","0.6279999999999997","","0.6416000000000002","0.6435999999999985","0.6549999999999993","","0.6469000000000016","0.6537999999999989","0.6602000000000017","","0.655100000000001","0.6532999999999983","0.669299999999999","0.7003999999999981"
"IMF.STA:ER(4.0.1)","KIR.USD_XDC.PA_RT.M","OBS_VALUE","Kiribati","US Dollar per domestic currency","Period average","Monthly","Units","","","0.6224761904761886","0.6298199999999993","0.6296904761904759","","0.6278368421052616","0.6441409090909093","0.649479999999998","","0.6543956521739132","0.6491499999999998","0.659322727272728","","0.6544772727272741","0.650680000000002","0.6637333333333329","0.6778400000000015"
"IMF.STA:ER(4.0.1)","KIR.XDC_XDR.EOP_RT.M","OBS_VALUE","Kiribati","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","2.094498252628172","2.106538984339306","2.115756848624522","","2.113644396023087","2.107999559667566","2.097715797268356","","2.094467055929117","2.093365684580641","2.076602451325608","","2.073568633824656","2.079544528840939","2.046171844759885","1.972972787172265"
"IMF.STA:ER(4.0.1)","UGA.EUR_XDC.PA_RT.A","OBS_VALUE","Uganda","Euros per domestic currency","Period average","Annual","Units","0.0002456207129749522","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDR_XDC.PA_RT.M","OBS_VALUE","Kiribati","SDR per domestic currency","Period average","Monthly","Units","","","0.4782343612331409","0.4815481016689469","0.4740510508030224","","0.4656928344758809","0.4760534747123179","0.4759609214921212","","0.4781461700511312","0.4752178336940869","0.4808380326069178","","0.4797117998811618","0.4793756715904599","0.485697392744704","0.4946958537973328"
"IMF.STA:ER(4.0.1)","UGA.USD_XDC.EOP_RT.A","OBS_VALUE","Uganda","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","0.0002762698050916525","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDR_XDC.EOP_RT.A","OBS_VALUE","Uganda","SDR per domestic currency","End-of-period (EoP)","Annual","Units","0.0002017300015194839","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDC_XDR.EOP_RT.Q","OBS_VALUE","Uganda","Domestic currency per SDR","End-of-period (EoP)","Quarterly","Units","","4865.177287814005","","","","4938.981113692566","","","","4784.695554894443","","","","4957.120866840502","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDC_USD.PA_RT.Q","OBS_VALUE","Uganda","Domestic currency per US Dollar","Period average","Quarterly","Units","","3678.175138905287","","","","3642.949214947087","","","","3552.761659779613","","","","3538.07375464056","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDC_EUR.EOP_RT.A","OBS_VALUE","Uganda","Domestic currency per Euro","End-of-period (EoP)","Annual","Units","4253.08875","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","HUN.XDC_XDR.PA_RT.M","OBS_VALUE","Hungary","Domestic currency per SDR","Period average","Monthly","Units","","","517.6906456485246","506.5391950557228","491.4244745936194","","489.0380938791485","484.5668703563977","476.1788847905468","","467.4898197880826","465.9443507806958","457.7597534857745","","457.0040847437243","451.5763774197939","449.1873951263773","448.6771140211184"
"IMF.STA:ER(4.0.1)","UGA.XDC_XDR.PA_RT.A","OBS_VALUE","Uganda","Domestic currency per SDR","Period average","Annual","Units","4862.624680943696","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDC_USD.EOP_RT.Q","OBS_VALUE","Uganda","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","3661.62","","","","3594.59045454545","","","","3490","","","","3619.65","","","",""
"IMF.STA:ER(4.0.1)","HUN.XDC_XDR.EOP_RT.M","OBS_VALUE","Hungary","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","512.1816384910047","504.2935309055684","493.171834848489","","482.4512036191978","484.0871658087746","467.7246496290189","","473.0670843404837","465.2426397828786","456.1089868647084","","455.4290286254539","447.8242558452321","449.7721147314679","443.0552043302283"
"IMF.STA:ER(4.0.1)","UGA.XDC_EUR.EOP_RT.Q","OBS_VALUE","Uganda","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","3960.04203","","","","4212.860012727268","","","","4097.609","","","","4253.08875","","","",""
"IMF.STA:ER(4.0.1)","UGA.USD_XDC.PA_RT.Q","OBS_VALUE","Uganda","US Dollar per domestic currency","Period average","Quarterly","Units","","0.0002718739489652534","","","","0.0002745028659463552","","","","0.0002814711753171848","","","","0.0002826396704388634","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDC_EUR.PA_RT.A","OBS_VALUE","Uganda","Domestic currency per Euro","Period average","Annual","Units","4071.317878236016","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDR_XDC.PA_RT.A","OBS_VALUE","Uganda","SDR per domestic currency","Period average","Annual","Units","0.0002056502538472553","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","UGA.EUR_XDC.EOP_RT.Q","OBS_VALUE","Uganda","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.0002525225723424961","","","","0.0002373684378258352","","","","0.0002440447587849402","","","","0.0002351232383758745","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDC_XDR.PA_RT.Q","OBS_VALUE","Uganda","Domestic currency per SDR","Period average","Quarterly","Units","","4827.837624770072","","","","4937.139592971798","","","","4862.31588802511","","","","4821.454209244078","","","",""
"IMF.STA:ER(4.0.1)","HUN.XDR_XDC.EOP_RT.M","OBS_VALUE","Hungary","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.001952432349871446","0.001982972096041532","0.002027690815529272","","0.002072748482122779","0.002065743673103333","0.002138010046708381","","0.002113865100959473","0.002149416056246874","0.00219245844479846","","0.002195731798252155","0.002233018839304675","0.002223348151756897","0.002257055080780987"
"IMF.STA:ER(4.0.1)","UGA.XDC_USD.EOP_RT.A","OBS_VALUE","Uganda","Domestic currency per US Dollar","End-of-period (EoP)","Annual","Units","3619.65","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NRU.XDC_USD.PA_RT.M","OBS_VALUE","Nauru, Republic of","Domestic currency per US Dollar","Period average","Monthly","Units","","","1.60648714810282","1.58775523165349","1.58808182402541","","1.59277049853717","1.55245534926717","1.53969329309602","","1.52812751227485","1.54047600708619","1.51670791652591","","1.52793693787547","1.53685375299686","1.5066291683407","1.47527440103859"
"IMF.STA:ER(4.0.1)","TUV.XDC_XDR.PA_RT.M","OBS_VALUE","Tuvalu","Domestic currency per SDR","Period average","Monthly","Units","","","2.091024989131838","2.076635743208633","2.109477446165434","","2.147338172221312","2.100604350392162","2.101012824466837","","2.091410666100418","2.104298132556474","2.079702378321421","","2.084584953398537","2.086046621185899","2.058895137050134","2.021444069773183"
"IMF.STA:ER(4.0.1)","UGA.USD_XDC.PA_RT.A","OBS_VALUE","Uganda","US Dollar per domestic currency","Period average","Annual","Units","0.0002775472638222226","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","HUN.XDC_USD.EOP_RT.M","OBS_VALUE","Hungary","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","392.83","385.25","371.17","","355.76","356.81","340.41","","349.15","339.93","332.69","","335.27","329.63","328.42","320.62"
"IMF.STA:ER(4.0.1)","UGA.USD_XDC.EOP_RT.Q","OBS_VALUE","Uganda","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.0002731031619884095","","","","0.0002781958091318789","","","","0.0002865329512893983","","","","0.0002762698050916525","","","",""
"IMF.STA:ER(4.0.1)","HUN.XDC_USD.PA_RT.M","OBS_VALUE","Hungary","Domestic currency per US Dollar","Period average","Monthly","Units","","","397.73","387.29","369.96","","362.74","358.12","348.96","","341.58","341.1","333.84","","334.97","332.69","328.7","327.45"
"IMF.STA:ER(4.0.1)","UGA.XDR_XDC.EOP_RT.Q","OBS_VALUE","Uganda","SDR per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.0002055423555693927","","","","0.0002024709098861815","","","","0.0002089997134670487","","","","0.0002017300015194839","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDC_XDR.EOP_RT.A","OBS_VALUE","Uganda","Domestic currency per SDR","End-of-period (EoP)","Annual","Units","4957.120866840502","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","HUN.XDR_XDC.PA_RT.M","OBS_VALUE","Hungary","SDR per domestic currency","Period average","Monthly","Units","","","0.001931655532904741","0.001974180892142005","0.002034900685048184","","0.00204483047949864","0.002063698657864295","0.002100051119318032","","0.002139084013537042","0.002146179041176241","0.002184552032775149","","0.002188164249255613","0.002214464817034442","0.002226242345288103","0.00222877425380099"
"IMF.STA:ER(4.0.1)","UGA.EUR_XDC.EOP_RT.A","OBS_VALUE","Uganda","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.0002351232383758745","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","UGA.XDC_USD.PA_RT.A","OBS_VALUE","Uganda","Domestic currency per US Dollar","Period average","Annual","Units","3602.989942068138","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","HUN.USD_XDC.PA_RT.M","OBS_VALUE","Hungary","US Dollar per domestic currency","Period average","Monthly","Units","","","0.00251426847358761","0.00258204446280565","0.002702994918369553","","0.002756795500909743","0.002792360102758852","0.002865657955066483","","0.002927571871889455","0.002931691586045148","0.002995446920680566","","0.002985341970922769","0.003005801196308876","0.00304228780042592","0.003053901358986105"
"IMF.STA:ER(4.0.1)","POL.XDR_XDC.PA_RT.M","OBS_VALUE","Poland, Republic of","SDR per domestic currency","Period average","Monthly","Units","","","0.1871245719614688","0.1906922353704145","0.1941839762285399","","0.1953494359055403","0.1960817604612139","0.1979027379414584","","0.2008213273262925","0.1994229401359928","0.2008235854665168","","0.2008300349544217","0.2008260324326533","0.2029131960447549","0.2030922859070918"
"IMF.STA:ER(4.0.1)","ARM.XDR_XDC.EOP_RT.M","OBS_VALUE","Armenia, Republic of","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.001930222725556815","0.001942138044998094","0.001922052251193911","","0.001891062727599117","0.001919773923008804","0.001892995552318777","","0.001922922203116044","0.001910098818362438","0.001906851929310885","","0.001923854697504247","0.001929764307998847","0.001914705265366058","0.001911200612719205"
"IMF.STA:ER(4.0.1)","ARM.XDC_USD.EOP_RT.M","OBS_VALUE","Armenia, Republic of","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","397.35","393.35","391.57","","389.94","383.94","384.47","","383.82","382.52","382.52","","382.65","381.43","381.36","378.64"
"IMF.STA:ER(4.0.1)","ARM.USD_XDC.PA_RT.M","OBS_VALUE","Armenia, Republic of","US Dollar per domestic currency","Period average","Monthly","Units","","","0.002513254108509081","0.002527825034062442","0.002545963738202189","","0.002559424348900728","0.002586427517410743","0.002602652970928369","","0.002603712667854564","0.002609664956300542","0.002612140993872157","","0.002612977180756675","0.002617903844391795","0.002621163272260229","0.002631737829373603"
"IMF.STA:ER(4.0.1)","BGD.USD_XDC.EOP_RT.M","OBS_VALUE","Bangladesh","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.008201701093560141","0.00819672131147541","0.00819672131147541","","0.00819672131147541","0.008136696501220504","0.008144980655670943","","0.008155609020103576","0.008220979940808944","0.008210180623973727","","0.008177283506419168","0.008179290037624734","0.008174943797261394","0.008173273395995096"
